total_fat	cholesterol	sodium	dietary_fiber	sugars	protein	vitamin_a_dv	vitamin_c_dv	calcium_dv	iron_dv	calories_from_fat	saturated_fat	trans_fat	carbohydrates	name
0.256971688752397	-0.0431346522284659	0.623001266503495	0.737521875200214	-1.18708667988519	0.563394253820262	-0.3171382913788	-0.13995270865773	-0.485007970342801	2.00278415050186	0.237144358839616	0.0590243458833798	2.07875068500529	-0.525869929309607	Hamburger
0.426905582218839	0.216793304907238	0.912521193791668	0.531005012641724	-1.23709321681206	0.639829341854432	-0.220047929586982	-0.142032155343128	-0.17097578425598	1.52763021779944	0.455109205487154	0.574436535712918	1.66064842463114	-0.751854798524492	Cheeseburger
0.948293664445421	0.594870333468262	0.990854507451888	0.202455458571399	-1.28823626594182	0.900403505607285	-0.206808334797189	-0.14534036597899	-0.286953580253954	1.31165115748016	0.97171419916476	1.0039466939042	3.84618296749598	-1.28013111616968	DoubleCheeseburger
0.797274324389289	0.476721262042942	0.815307542992831	0.292716325074235	-1.26273759472328	0.884813598374209	-0.242453397692786	-0.144431516903204	-0.352148199306069	1.58854738865873	0.778463648315919	0.618488859629972	2.78630835640768	-1.16160758336467	McDouble
0.893390779969855	0.553170661200502	0.797632333756679	0.409524505254377	-1.26650882676905	0.902106604716781	-0.221951662171136	-0.140197349444247	-0.263338191928574	1.48104649890705	0.848911239346152	0.877620176789117	3.25927471429698	-1.26142852322472	QuarterPounder®withCheese+
1.13879081160528	0.810412558365805	0.4747014839286	0.126343592763601	-1.33507899862824	1.20792796913543	-0.251536695573518	-0.143999199504992	-0.478642453057257	1.39921023598798	1.1409831437796	1.06198860717329	3.80766003195782	-1.65492174693147	DoubleQuarterPounder®withCheese++
1.00908651353906	0.260114631096522	0.516792898115593	0.358907627176315	-1.27876533091779	0.498282882531895	-0.263199201494457	-0.146653147977348	-0.41086148196119	1.35164727976151	0.991371923429509	0.447174266619204	3.05432262587829	-1.18230216845761	BigMac®
0.944095692768879	0.363709106766549	0.268144544030205	0.508557527581018	-1.26970617567742	0.722910959282878	-0.253818490210223	-0.125306171134487	-0.572049500182083	1.7342188841918	0.976329490948658	0.350344279265292	3.66026793076835	-1.22908992605903	BigN'Tasty®
1.0599926363095	0.476721262042942	0.486756594838472	0.409524505254377	-1.29102183506654	0.752233883081153	-0.221951662171136	-0.127965310118373	-0.49424421111006	1.48104649890705	1.03207497602475	0.709184820635673	3.25927471429698	-1.32472960703842	BigN'Tasty®withCheese
0.824852041602278	0.608330354263551	0.995415687740964	0.282661950071388	-1.2814028064941	0.905900850834139	-0.255688695308029	-0.144532755787595	-0.583391471680128	1.25697291436136	0.811814786347953	0.70492063440394	2.74559732813367	-1.24019461536317	AngusBacon&Cheese
0.936707262618164	0.580692444897223	0.751676789742683	0.324488150083234	-1.32043744502352	0.767221155244716	-0.220047929586982	-0.135793815286932	-0.563516016864506	1.3692455735653	0.922176734017593	0.68897257789726	2.91495520575357	-1.21458572120259	AngusDeluxe
0.934500328936781	0.544235017143124	0.236616601637769	0.303031852674559	-1.35723879254546	0.912811799119326	-0.266701739798635	-0.152429388770122	-0.344305237615589	1.31165115748016	0.926220608723484	0.752934263792411	2.82807681398752	-1.29061278913883	AngusMushroom&Swiss
